,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,job_new,reason_new
992,0,9400,57105.0,67061.0,HomeImp,Other,6.0,0.0,0.0,129.50848379,0.0,34.0,35.734592764,3,2
993,1,9400,52024.0,89107.0,HomeImp,Office,0.0,1.0,0.0,148.84473761,3.0,26.0,36.080031774,2,2
994,0,9400,85448.0,94101.0,DebtCon,Other,2.0,0.0,0.0,104.11336317,2.0,32.0,39.54184797,3,1
995,0,9400,56508.0,78358.0,DebtCon,,17.0,0.0,0.0,141.93115618,0.0,11.0,32.327495049,3,1
996,0,9400,81596.0,116738.0,HomeImp,Office,28.0,0.0,0.0,338.62903535,1.0,38.0,34.169513676,2,2
998,0,9400,57000.0,70000.0,DebtCon,Other,4.0,0.0,0.0,179.56666667,2.0,17.0,34.669820788500004,3,1
999,0,9400,26700.0,40150.0,HomeImp,Other,9.0,0.0,0.0,80.166666667,0.0,4.0,34.669820788500004,3,2
1000,0,9400,63000.0,30455.0,HomeImp,Office,18.0,0.0,0.0,194.61421604,0.0,16.0,39.000064863,2,2
1001,0,9400,61185.0,65302.0,DebtCon,Other,1.0,0.0,2.0,117.17100444,2.0,18.0,35.611943876,3,1
1002,0,9400,109991.0,125146.0,DebtCon,Self,7.0,0.0,1.0,171.67981114,0.0,18.0,34.813468594,6,1
1003,0,9400,122412.0,178547.0,DebtCon,Other,7.0,0.0,0.0,226.08880709,0.0,19.0,35.463386978,3,1
1004,0,9400,61213.0,70800.0,HomeImp,Other,5.0,0.0,0.0,75.862659733,3.0,20.0,39.403812388,3,2
1005,0,9400,53756.0,76077.0,HomeImp,Office,12.0,2.0,0.0,244.11665292,2.0,29.0,33.374570631,2,2
1007,0,9400,86539.0,95010.0,DebtCon,Other,0.0,4.0,0.0,166.62473824,0.0,3.0,29.815323588,3,1
1008,0,9400,71600.0,99682.0,DebtCon,Other,16.0,0.0,0.0,159.03637066,4.0,16.0,25.607228233,3,1
1009,0,9400,77715.0,101258.0,DebtCon,Mgr,2.0,0.0,0.0,65.876586717,1.0,23.0,38.108000987,1,1
1010,0,9400,52598.0,74747.0,DebtCon,Mgr,6.0,0.0,0.0,129.34382449,1.0,24.0,42.265466118,1,1
1011,0,9400,51505.0,84178.0,HomeImp,Other,19.0,0.0,0.0,202.69796289,0.0,16.0,35.530613427,3,2
1012,0,9400,92340.0,125451.0,DebtCon,Office,7.0,0.0,0.0,129.11372481,1.0,22.0,36.349974603,2,1
1013,0,9400,53244.0,62245.0,DebtCon,Other,23.0,0.0,0.0,276.78774402,3.0,28.0,37.821851509,3,1
1014,0,9400,77410.0,116693.0,DebtCon,Office,0.0,0.0,0.0,245.08365185,0.0,37.0,17.176900657,2,1
1015,0,9400,56675.0,66976.0,HomeImp,Other,6.0,0.0,0.0,128.07164796,0.0,33.0,35.033371132,3,2
1016,0,9400,103973.0,119817.0,DebtCon,Other,18.0,0.0,2.0,182.6166394,2.0,16.0,37.337977192,3,1
1018,1,9500,36114.0,45654.0,DebtCon,Office,0.0,0.0,0.0,83.333291772,0.0,9.0,25.343478449,2,1
1019,0,9500,115186.0,131800.0,DebtCon,Self,7.0,0.0,0.0,177.05003605,0.0,19.0,33.43055804,6,1
1020,0,9500,41541.0,57280.0,DebtCon,Other,6.0,0.0,0.0,69.229369351,1.0,10.0,29.160127076,3,1
1021,0,9500,28750.0,42408.0,HomeImp,Office,0.0,0.0,0.0,115.5749709,1.0,30.0,39.050394794,2,2
1022,0,9500,47019.0,59413.0,DebtCon,Other,4.0,0.0,0.0,78.02555168,0.0,11.0,31.418132394,3,1
1023,0,9500,131394.0,162449.0,HomeImp,ProfExe,10.0,0.0,0.0,222.0095049,0.0,18.0,19.551242992,4,2
1024,0,9500,55862.0,62965.0,DebtCon,Other,15.0,0.0,4.0,223.10391402,0.0,36.0,26.141178049,3,1
1025,0,9500,70000.0,85000.0,DebtCon,ProfExe,9.0,0.0,1.0,175.56666667,1.0,12.0,34.669820788500004,4,1
1026,0,9500,35019.0,52710.0,DebtCon,Other,12.0,0.0,0.0,241.58177936,0.0,31.0,38.208667839,3,1
1027,0,9500,21900.0,35250.0,HomeImp,Mgr,16.0,0.0,0.0,59.866666667,1.0,10.0,34.669820788500004,1,2
1028,0,9500,59494.0,75930.0,HomeImp,Other,0.0,0.0,0.0,98.99850784,0.0,6.0,36.888436373,3,2
1029,0,9500,42699.0,57680.0,DebtCon,,10.0,0.0,0.0,114.4929085,1.0,26.0,25.07515295,3,1
1030,0,9500,43210.0,59692.0,HomeImp,Other,1.0,1.0,0.0,103.08948312,1.0,13.0,38.704985068,3,2
1031,0,9500,58185.0,64576.0,DebtCon,Mgr,6.0,0.0,4.0,127.8552645,1.0,11.0,38.298309125,1,1
1032,1,9500,54612.0,68759.0,HomeImp,Other,9.0,0.0,0.0,89.102838608,0.0,19.0,31.353906936,3,2
1033,0,9500,79479.0,88772.0,DebtCon,ProfExe,8.0,0.0,0.0,189.58907467,0.0,12.0,37.95298991,4,1
1034,1,9500,63000.0,40000.0,HomeImp,Other,10.0,0.0,0.0,36.5,1.0,1.0,34.669820788500004,3,2
1035,0,9600,62405.0,69459.0,DebtCon,Other,0.0,0.0,2.0,86.431831744,2.0,18.0,36.260331272,3,1
1036,0,9600,45158.0,55455.0,DebtCon,Other,15.0,0.0,0.0,82.71313688,0.0,12.0,30.931517996,3,1
1037,0,9600,64758.0,63646.0,HomeImp,Other,5.0,0.0,0.0,120.64455858,0.0,34.0,35.98492935,3,2
1038,0,9600,53277.0,60843.0,DebtCon,Office,0.0,0.0,0.0,180.28406155,0.0,21.0,37.950787581,2,1
1040,0,9600,70589.0,99384.0,HomeImp,Other,0.0,0.0,1.0,176.4674623,0.0,31.0,34.234789575,3,2
1041,1,9600,42357.0,99756.0,HomeImp,Office,4.0,1.0,4.0,354.65022495,0.0,30.0,36.525172928,2,2
1042,0,9600,63000.0,68324.0,HomeImp,Other,7.0,0.0,0.0,356.45017827,0.0,6.0,36.554268317,3,2
1043,0,9600,73000.0,99600.0,HomeImp,ProfExe,4.5,0.0,1.0,93.333333333,1.0,34.0,34.669820788500004,4,2
1044,0,9600,53196.0,63942.0,DebtCon,Other,16.0,0.0,4.0,227.56368402,0.0,36.0,24.016769941,3,1
1045,0,9600,56224.0,60260.0,DebtCon,Other,15.0,0.0,3.0,219.7420453,0.0,36.0,25.439463543,3,1
1046,0,9600,46683.0,61773.0,DebtCon,Office,1.0,0.0,0.0,171.05844903,1.0,20.0,38.005289312,2,1
1047,0,9600,63000.0,56900.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,14.435238785,3,1
1048,1,9600,24680.0,43500.0,DebtCon,Other,18.0,0.0,3.0,114.66666667,0.0,19.0,34.669820788500004,3,1
1049,0,9600,50655.0,59502.0,DebtCon,Other,0.0,0.0,0.0,93.432844102,0.0,20.0,37.982353508,3,1
1050,0,9600,45240.0,60136.0,DebtCon,Other,2.0,0.0,1.0,83.066750905,0.0,19.0,38.454300022,3,1
1051,0,9600,77359.0,101365.0,HomeImp,Other,1.0,0.0,0.0,182.80351445,0.0,31.0,33.481910133,3,2
1052,0,9600,44553.0,48626.0,HomeImp,Mgr,20.0,0.0,1.0,226.45215948,0.0,18.0,35.555922893,1,2
1053,0,9700,75566.0,92066.0,DebtCon,Office,14.0,0.0,0.0,94.987922191,0.0,8.0,25.161183475,2,1
1055,0,9700,45907.0,57507.0,DebtCon,Other,6.0,0.0,0.0,81.229448637,0.0,11.0,29.037574223,3,1
1056,0,9700,53527.0,58605.0,DebtCon,Office,4.0,0.0,0.0,75.584542581,3.0,12.0,36.709538909,2,1
1057,0,9700,98232.0,117321.0,DebtCon,Other,19.0,0.0,2.0,194.42471787,2.0,15.0,36.95089224,3,1
1058,0,9700,63000.0,64644.0,HomeImp,Other,7.0,0.0,0.0,368.07092408,0.0,6.0,36.573169598,3,2
1059,0,9700,21883.0,67432.0,HomeImp,Office,24.0,0.0,0.0,308.99557574,1.0,12.0,41.414280651,2,2
1060,0,9700,84933.0,122520.0,DebtCon,Office,10.0,0.0,0.0,141.43307599,1.0,23.0,36.795013963,2,1
1061,1,9700,55986.0,73000.0,DebtCon,Other,2.5,0.0,1.0,207.16666667,2.0,29.0,34.669820788500004,3,1
1063,0,9700,5801.0,58305.0,HomeImp,Other,8.0,2.0,1.0,352.96666667,1.0,22.0,34.669820788500004,3,2
1064,0,9700,59100.0,74986.0,HomeImp,Office,14.0,0.0,0.0,244.53333333,1.0,32.0,34.669820788500004,2,2
1065,1,9700,53000.0,56000.0,DebtCon,Office,2.0,0.0,0.0,75.033333333,5.0,18.0,34.669820788500004,2,1
1066,1,9700,73085.0,92000.0,DebtCon,Other,8.0,0.0,3.0,173.5,0.0,34.0,34.669820788500004,3,1
1067,0,9700,39141.0,48905.0,DebtCon,Other,13.0,0.0,0.0,89.83593974,0.0,11.0,32.4314097,3,1
1068,0,9700,44652.0,63232.0,DebtCon,Other,9.0,0.0,0.0,102.16551363,0.0,22.0,37.034875874,3,1
1069,0,9700,59633.0,70398.0,HomeImp,Other,4.0,0.0,0.0,239.03820584,1.0,16.0,38.867248989,3,2
1070,0,9700,63488.0,74374.0,DebtCon,Office,5.0,0.0,0.0,106.58945227,2.0,15.0,26.896012771,2,1
1071,0,9700,8852.0,60599.0,HomeImp,Other,7.0,2.0,1.0,359.1044913,1.0,21.0,16.87198276,3,2
1073,0,9700,63000.0,54385.0,HomeImp,Other,10.0,0.0,0.0,314.73283271,1.0,13.0,34.170403536,3,2
1074,0,9700,77394.0,86917.0,DebtCon,Office,16.0,0.0,1.0,81.461400461,0.0,9.0,27.705856544,2,1
1075,1,9700,47000.0,82000.0,HomeImp,Other,7.0,1.0,2.0,96.633333333,1.0,8.0,34.669820788500004,3,2
1076,0,9800,54564.0,62109.0,DebtCon,Mgr,10.0,0.0,0.0,124.02162504,0.0,19.0,32.565686372,1,1
1077,0,9800,15021.0,31900.0,DebtCon,Other,6.0,0.0,0.0,276.73420174,0.0,11.0,22.291249185,3,1
1079,0,9800,79405.0,111563.0,DebtCon,Office,0.0,0.0,0.0,240.94299363,1.0,38.0,19.332810029,2,1
1080,0,9800,58936.0,78078.0,DebtCon,,19.0,0.0,0.0,152.14012571,0.0,11.0,32.188760518,3,1
1081,0,9800,74962.0,108730.0,HomeImp,ProfExe,4.0,0.0,1.0,76.392416053,1.0,33.0,37.32134756,4,2
1082,1,9800,36500.0,54000.0,HomeImp,Other,17.0,0.0,1.0,105.66666667,5.0,19.0,34.669820788500004,3,2
1084,0,9800,49287.0,69831.0,DebtCon,Mgr,2.0,0.0,0.0,182.99480622,2.0,16.0,29.713466905,1,1
1085,0,9800,62826.0,65912.0,HomeImp,Other,6.0,0.0,0.0,132.75248959,0.0,34.0,37.588199542,3,2
1086,0,9800,49298.0,73426.0,HomeImp,Office,9.0,3.0,1.0,242.38901624,1.0,29.0,34.690361253,2,2
1087,0,9800,69919.0,100267.0,DebtCon,Other,16.0,0.0,0.0,130.8860074,3.0,15.0,26.835043413,3,1
1088,0,9800,32550.0,52554.0,DebtCon,Other,12.0,0.0,0.0,229.51274114,1.0,32.0,37.923088094,3,1
1089,0,9800,54681.0,74097.0,DebtCon,Other,2.0,0.0,1.0,106.88889374,3.0,18.0,36.618660862,3,1
1090,0,9800,53643.0,113161.0,DebtCon,ProfExe,5.0,0.0,1.0,230.30325656,0.0,9.0,23.773610404,4,1
1092,0,9800,78022.0,103466.0,DebtCon,Mgr,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355,1,1
1093,0,9800,63000.0,45197.0,HomeImp,Other,7.0,0.0,0.0,316.5253028,1.0,11.0,29.646665996,3,2
1094,0,9800,52973.0,65481.0,HomeImp,Other,10.0,0.0,0.0,101.47266767,2.0,33.0,36.878297002,3,2
1095,0,9800,55330.0,78154.0,HomeImp,Mgr,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101856,1,2
1096,0,9800,54861.0,71138.0,HomeImp,Other,4.0,0.0,0.0,258.33461797,2.0,16.0,36.035712866,3,2
1097,0,9800,56188.0,90143.0,HomeImp,Other,17.0,0.0,0.0,171.41365835,0.0,29.0,25.621650412,3,2
1098,0,9800,79767.0,93525.0,DebtCon,Other,0.0,4.0,0.0,166.62473824,0.0,4.0,31.290118994,3,1
1099,0,9800,63891.0,72980.0,DebtCon,ProfExe,7.0,0.0,0.0,32.41493353,2.0,24.0,39.37186986,4,1
1100,0,9800,47126.0,57365.0,DebtCon,Other,0.0,0.0,1.0,91.141218712,0.0,19.0,38.657640295,3,1
1101,0,9800,55539.0,73560.0,DebtCon,Office,4.0,0.0,0.0,85.900936244,1.0,14.0,26.331619061,2,1
1102,1,9900,37609.0,120186.0,DebtCon,Other,7.0,0.0,0.0,176.36783901,3.0,30.0,53.178911112,3,1
1103,0,9900,60488.0,75507.0,HomeImp,Other,3.0,0.0,0.0,239.43363997,1.0,17.0,38.473075274,3,2
1104,0,9900,35448.0,58056.0,DebtCon,Other,11.0,0.0,0.0,229.5228444,1.0,31.0,37.297432095,3,1
1106,0,9900,72674.0,89909.0,DebtCon,Office,15.0,0.0,1.0,90.957899517,0.0,8.0,27.35463407,2,1
1107,1,9900,88236.0,104953.0,DebtCon,ProfExe,1.0,0.0,0.0,51.648705242,0.0,2.0,28.622632092,4,1
1108,0,9900,73804.0,97413.0,DebtCon,ProfExe,5.0,0.0,0.0,107.33302454,0.0,25.0,33.524879599,4,1
1109,0,9900,28432.0,36605.0,HomeImp,Office,0.0,0.0,0.0,111.53162529,1.0,29.0,37.588195648,2,2
1111,0,9900,111000.0,134347.0,DebtCon,ProfExe,16.0,0.0,1.0,180.63333333,1.0,33.0,34.669820788500004,4,1
1112,1,9900,21400.0,36600.0,DebtCon,Self,2.0,0.0,0.0,154.2,2.0,26.0,34.669820788500004,6,1
1113,0,9900,8673.0,37244.0,DebtCon,Other,4.0,0.0,0.0,256.68058385,0.0,12.0,24.496286322,3,1
1115,1,9900,71371.0,84865.0,DebtCon,Mgr,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102,1,1
1116,0,9900,55231.0,78708.0,DebtCon,Office,4.0,0.0,0.0,85.801476116,2.0,15.0,24.594992574,2,1
1117,0,9900,47367.0,114837.0,DebtCon,ProfExe,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535,4,1
1119,0,9900,74009.0,108371.0,DebtCon,Office,1.0,0.0,0.0,246.09476485,0.0,36.0,17.257117147,2,1
1120,0,9900,82697.0,100689.0,DebtCon,ProfExe,3.0,0.0,0.0,133.36579062,0.0,26.0,33.591716314,4,1
1121,0,9900,47865.0,88105.0,HomeImp,Other,18.0,0.0,0.0,203.02399137,0.0,17.0,34.553305392,3,2
1123,0,9900,54961.0,70609.0,DebtCon,Mgr,6.0,0.0,4.0,105.9346916,2.0,11.0,40.70254787,1,1
1124,0,9900,26427.0,87134.0,HomeImp,ProfExe,20.0,0.0,0.0,244.36524652,0.0,11.0,25.003965494,4,2
1125,1,9900,23767.0,39293.0,DebtCon,Other,5.0,1.0,0.0,145.76577376,0.0,9.0,24.605128805,3,1
1126,0,9900,31244.0,44138.0,HomeImp,Mgr,14.0,0.0,0.0,60.634469798,1.0,9.0,31.688134282,1,2
1127,0,9900,55342.0,72357.0,DebtCon,Mgr,7.0,0.0,3.0,111.99885488,1.0,11.0,39.870340357,1,1
1128,1,9900,59206.0,75690.0,HomeImp,Office,6.0,0.0,2.0,288.39505854,1.0,19.0,30.776027864,2,2
1130,0,10000,63218.0,76500.0,DebtCon,Office,5.0,2.0,3.0,183.66666667,3.0,30.0,34.669820788500004,2,1
1131,1,10000,48300.0,74600.0,,Other,14.0,0.0,1.0,179.1,2.0,31.0,34.669820788500004,3,1
1132,1,10000,34350.0,54146.0,DebtCon,Other,3.0,0.0,0.0,144.42288892,0.0,18.0,31.539013395,3,1
1133,0,10000,75976.0,91000.0,DebtCon,Other,10.5,0.0,0.0,171.46666667,5.0,22.0,34.669820788500004,3,1
1134,0,10000,68807.0,76581.0,HomeImp,Office,14.0,0.0,0.0,237.6478941,0.0,32.0,42.335573512,2,2
1135,0,10000,63000.0,56475.0,HomeImp,Other,9.0,2.0,0.0,309.26449746,2.0,12.0,34.487188041,3,2
1137,0,10000,63000.0,49266.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,15.597290225,3,1
1138,0,10000,59828.0,72489.0,DebtCon,,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934,3,1
1139,1,10000,22000.0,41250.0,HomeImp,Mgr,5.0,0.0,0.0,97.966666667,0.0,21.0,34.669820788500004,1,2
1140,1,10000,86000.0,111000.0,DebtCon,Other,6.5,0.0,1.0,91.966666667,3.0,17.0,34.669820788500004,3,1
1141,1,10000,26197.0,46600.0,HomeImp,ProfExe,9.0,0.0,0.0,165.96666667,2.0,9.0,34.669820788500004,4,2
1142,1,10000,63000.0,25010.0,HomeImp,Self,5.0,0.0,3.0,326.13333333,4.0,17.0,34.669820788500004,6,2
1143,1,10000,20500.0,54600.0,HomeImp,Self,15.0,0.0,0.0,160.33333333,2.0,11.0,34.669820788500004,6,2
1144,1,10000,63000.0,86699.5,HomeImp,Other,7.0,0.0,0.0,166.62473824,1.0,19.0,34.669820788500004,3,2
1146,1,10000,28000.0,73250.0,HomeImp,Other,2.0,0.0,0.0,28.966666667,4.0,12.0,34.669820788500004,3,2
1147,1,10000,57238.0,101500.0,DebtCon,ProfExe,10.0,0.0,0.0,106.83333333,0.0,36.0,34.669820788500004,4,1
1148,1,10000,31253.0,65450.0,DebtCon,Other,21.0,0.0,0.0,172.03333333,0.0,16.0,34.669820788500004,3,1
1149,1,10000,27000.0,54300.0,HomeImp,Other,0.3,0.0,1.0,91.133333333,0.0,6.0,34.669820788500004,3,2
1150,1,10000,53297.0,74925.0,HomeImp,Other,14.0,0.0,1.0,88.533333333,2.0,15.0,34.669820788500004,3,2
1151,0,10000,7718.0,77750.0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,34.669820788500004,3,1
1152,0,10000,63005.0,78500.0,DebtCon,Other,3.0,0.0,0.0,171.76666667,1.0,35.0,34.669820788500004,3,1
1153,0,10000,87579.0,105000.0,DebtCon,Other,13.0,0.0,0.0,209.96666667,3.0,16.0,34.669820788500004,3,1
1154,0,10000,63000.0,42497.0,HomeImp,Mgr,6.0,0.0,0.0,165.43333333,1.0,9.0,34.669820788500004,1,2
1155,0,10000,32000.0,59000.0,DebtCon,Office,24.0,0.0,1.0,232.33333333,1.0,29.0,34.669820788500004,2,1
1156,0,10000,31000.0,58240.0,DebtCon,Mgr,7.0,0.0,0.0,166.62473824,1.0,19.0,34.669820788500004,1,1
1157,0,10000,71000.0,97875.0,HomeImp,ProfExe,8.0,0.0,0.0,165.71489362,0.0,34.0,34.669820788500004,4,2
1158,0,10000,66000.0,89145.0,DebtCon,Office,9.0,0.0,0.0,215.03333333,3.0,29.0,34.669820788500004,2,1
1159,0,10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,34.669820788500004,5,1
1161,0,10000,80000.0,107900.0,HomeImp,ProfExe,12.0,0.0,2.0,176.53333333,0.0,28.0,34.669820788500004,4,2
1162,0,10000,34767.0,51000.0,HomeImp,Other,23.0,0.0,1.0,121.73333333,0.0,23.0,34.669820788500004,3,2
1163,0,10000,63000.0,23400.0,HomeImp,,28.0,0.0,0.0,206.96666667,1.0,5.0,34.669820788500004,3,2
1164,0,10000,57068.0,72000.0,,Other,12.0,0.0,0.0,257.7,0.0,27.0,34.669820788500004,3,1
1165,0,10000,22068.0,49600.0,HomeImp,Other,0.9,0.0,0.0,247.56666667,0.0,11.0,34.669820788500004,3,2
1168,0,10000,48041.0,76050.0,HomeImp,Other,3.0,0.0,2.0,185.7,0.0,13.0,34.669820788500004,3,2
1169,0,10000,78000.0,97400.0,HomeImp,ProfExe,1.0,0.0,0.0,72.033333333,1.0,20.0,34.669820788500004,4,2
1170,0,10000,64320.0,102375.0,DebtCon,Office,10.0,0.0,0.0,148.16666667,1.0,13.0,34.669820788500004,2,1
1171,0,10000,96000.0,112200.0,,Office,16.0,1.0,0.0,258.73333333,0.0,16.0,34.669820788500004,2,1
1172,0,10000,88777.5,112014.0,DebtCon,ProfExe,13.0,0.0,0.0,182.63333333,2.0,18.0,34.669820788500004,4,1
1173,0,10000,10000.0,68250.0,DebtCon,ProfExe,20.0,0.0,2.0,398.8,1.0,12.0,34.669820788500004,4,1
1174,1,10000,42300.0,86699.5,DebtCon,Mgr,11.0,1.0,0.0,31.4,3.0,5.0,34.669820788500004,1,1
1175,1,10000,5200.0,53095.0,HomeImp,Other,5.0,3.0,3.0,234.33333333,3.0,17.0,34.669820788500004,3,2
1176,1,10000,19225.53,35500.0,HomeImp,Office,5.0,0.0,2.0,186.0,1.0,10.0,34.669820788500004,2,2
1177,1,10000,62000.0,80000.0,DebtCon,Other,5.0,0.0,1.0,97.4,4.0,30.0,34.669820788500004,3,1
1178,1,10000,41741.0,56000.0,DebtCon,Office,3.0,0.0,0.0,20.233333333,2.0,6.0,34.669820788500004,2,1
1179,1,10000,46946.0,65000.0,HomeImp,Office,7.2,0.0,1.0,80.1,1.0,12.0,34.669820788500004,2,2
1180,1,10000,75000.0,103600.0,HomeImp,Mgr,17.6,0.0,0.0,171.43333333,0.0,24.0,34.669820788500004,1,2
1181,1,10000,59929.0,86699.5,DebtCon,Other,5.0,0.0,0.0,166.62473824,1.0,19.0,34.669820788500004,3,1
1182,1,10000,99600.0,125500.0,DebtCon,Office,8.0,0.0,0.0,80.1,3.0,21.0,34.669820788500004,2,1
1183,1,10000,122800.0,151500.0,HomeImp,ProfExe,2.0,0.0,0.0,205.96666667,1.0,23.0,34.669820788500004,4,2
1184,1,10000,49000.0,70000.0,HomeImp,Other,7.0,0.0,3.0,190.73333333,1.0,12.0,34.669820788500004,3,2
1185,1,10000,48840.0,58740.0,HomeImp,Other,15.0,2.0,2.0,194.8,0.0,39.0,34.669820788500004,3,2
1186,1,10000,13161.0,37700.0,DebtCon,Other,7.0,3.0,0.0,79.1,2.0,9.0,34.669820788500004,3,1
1188,1,10000,42321.0,53800.0,DebtCon,Other,4.0,0.0,0.0,275.9,0.0,19.0,34.669820788500004,3,1
1189,1,10000,65000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,26.366666667,3.0,2.0,34.669820788500004,3,1
1190,1,10000,76700.0,97800.0,DebtCon,Other,25.0,0.0,10.0,205.23333333,3.0,26.0,34.669820788500004,3,1
1192,1,10000,52410.0,54500.0,,Mgr,1.0,9.0,4.0,132.9,4.0,29.0,34.669820788500004,1,1
1193,1,10000,50070.0,60670.0,HomeImp,Other,5.0,2.0,0.0,15.233333333,0.0,1.0,34.669820788500004,3,2
1194,1,10000,16288.0,48600.0,DebtCon,Other,24.0,0.0,0.0,268.83333333,1.0,16.0,34.669820788500004,3,1
1195,1,10000,69727.0,90312.0,HomeImp,Office,4.5,5.0,1.0,122.83333333,1.0,17.0,34.669820788500004,2,2
1196,1,10000,63000.0,65088.0,HomeImp,Mgr,3.5,4.0,5.0,205.06666667,2.0,39.0,34.669820788500004,1,2
1197,1,10000,63000.0,79500.0,DebtCon,ProfExe,19.0,0.0,0.0,285.1,2.0,7.0,34.669820788500004,4,1
1198,1,10000,63000.0,86699.5,,Other,15.0,2.0,2.0,108.93333333,3.0,31.0,34.669820788500004,3,1
1199,1,10000,91000.0,110000.0,DebtCon,Other,16.0,1.0,3.0,123.76666667,2.0,22.0,34.669820788500004,3,1
1200,1,10000,66399.0,78000.0,,ProfExe,0.9,0.0,0.0,112.6,0.0,15.0,34.669820788500004,4,1
1201,1,10000,90700.0,123370.0,DebtCon,ProfExe,15.0,2.0,0.0,90.3,1.0,4.0,34.669820788500004,4,1
1202,1,10000,34900.0,48000.0,HomeImp,Other,3.0,0.0,0.0,288.16666667,1.0,3.0,34.669820788500004,3,2
1204,0,10000,48769.0,65328.0,DebtCon,Office,4.0,0.0,1.0,104.69524068,3.0,12.0,39.049359218,2,1
1207,0,10000,64375.0,72418.0,DebtCon,ProfExe,14.0,0.0,0.0,207.61730644,3.0,31.0,38.867949083,4,1
1208,0,10000,114643.0,130127.0,DebtCon,Self,5.0,0.0,1.0,160.6678931,0.0,19.0,33.920044393,6,1
1209,0,10000,63000.0,69502.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,25.77278284,3,1
1210,0,10000,41949.0,51684.0,DebtCon,Other,15.0,0.0,0.0,84.123450947,0.0,12.0,31.267318776,3,1
1212,0,10100,45493.0,54605.0,HomeImp,Mgr,21.0,0.0,1.0,234.59177844,0.0,18.0,36.594664037,1,2
1213,0,10100,87942.0,106000.0,DebtCon,Other,13.0,0.0,0.0,219.38527843,2.0,16.0,40.75164798,3,1
1214,0,10100,32608.0,47377.0,HomeImp,Other,9.0,0.0,0.0,67.38706567,0.0,3.0,35.690193036,3,2
1215,0,10100,66393.0,85605.0,DebtCon,Office,6.0,1.0,1.0,203.69956292,3.0,29.0,37.669305127,2,1
1216,1,10100,63000.0,25300.0,DebtCon,Other,7.0,1.0,0.0,122.3,1.0,5.0,34.669820788500004,3,1
1217,0,10100,68240.0,84067.0,DebtCon,Sales,8.0,0.0,0.0,131.40418009,0.0,35.0,28.443810481,5,1
1218,0,10100,81263.0,98536.0,DebtCon,Mgr,1.0,0.0,0.0,73.160447708,1.0,23.0,38.331255722,1,1
1220,0,10100,47426.0,68820.0,DebtCon,Other,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,3,1
1222,1,10100,60200.0,74000.0,DebtCon,Other,4.0,0.0,4.0,128.86666667,5.0,24.0,34.669820788500004,3,1
1223,0,10100,68820.0,78830.0,DebtCon,Other,2.0,0.0,0.0,170.7224523,1.0,34.0,29.206752832,3,1
1224,0,10100,73174.0,91101.0,DebtCon,Office,14.0,0.0,0.0,77.117090664,0.0,8.0,25.042596687,2,1
1225,0,10100,54873.0,73085.0,HomeImp,Other,5.0,0.0,1.0,252.25289259,1.0,16.0,38.727417297,3,2
1226,0,10100,49683.0,55728.0,DebtCon,Other,0.0,0.0,0.0,91.095794879,0.0,20.0,37.133107539,3,1
1227,0,10100,72136.0,89437.0,DebtCon,,5.0,0.0,0.0,205.73712524,0.0,15.0,30.798763531,3,1
1228,0,10100,55559.0,89231.0,HomeImp,Other,16.0,1.0,0.0,175.55557129,0.0,29.0,26.900320998,3,2
1229,0,10100,126358.0,180305.0,DebtCon,Other,8.0,0.0,0.0,199.35052965,1.0,20.0,32.033628789,3,1
1230,0,10100,58446.0,71145.0,HomeImp,Other,4.0,0.0,1.0,244.62436764,1.0,15.0,38.117306388,3,2
1231,0,10100,63283.0,82912.0,HomeImp,Other,0.0,0.0,0.0,99.816258251,1.0,7.0,38.370539706,3,2
1232,0,10100,55738.0,73266.0,DebtCon,Office,5.0,0.0,0.0,85.635235028,1.0,14.0,24.534325065,2,1
1233,0,10100,93085.0,110069.0,DebtCon,Other,13.0,0.0,0.0,206.799179,3.0,16.0,40.569897059,3,1
1235,0,10100,63000.0,69451.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,22.519685436,3,1
1236,0,10200,44000.0,57000.0,DebtCon,Other,0.0,1.0,0.0,191.73333333,2.0,13.0,34.669820788500004,3,1
1237,0,10200,9078.0,35261.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,33.666454504,3,1
1238,0,10200,102281.0,114277.0,,Office,15.0,0.0,0.0,263.2869775,0.0,16.0,36.827785946,2,1
1239,0,10200,70882.0,98154.0,DebtCon,Other,16.0,0.0,0.0,153.11813626,3.0,15.0,25.119955899,3,1
